"","SHHADID","SPANEL","SSUID","SWAVE","PNUM","MONTHCODE","WPFINWGT","TAGE","EDUCATION","SEX","RACE","METRO_STATUS","EMPLOYMENT_TYPE","CLASS_OF_WORKER","TFTOTINC","ANY_RETIREMENT_ACCESS","PARTICIPATING","MATCHING","TJB1_JOBHRS1","TOTYEARINC","in_age_range","FULL_PART_TIME"
"5571",11,2020,46913640043420,2,101,12,5670.13776857777,65,"Some college","Female","Hispanic","Metropolitan area","Employer","Employee of a private, not-for-profit company",13620,"No","No","No",40,163440,"yes","full time"
"5572",11,2020,46913640043420,2,102,12,7409.83763184634,44,"Some college","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",13620,"Yes","Yes","Yes",40,163440,"yes","full time"
"5573",11,2020,46913640070720,2,101,12,30142.4470369093,28,"Some college","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",1683,"Yes","Yes","Yes",40,20196,"yes","full time"
"5574",11,2020,46913640070720,2,102,12,30142.4470369093,25,"Some college","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",1683,"No","No","No",40,20196,"yes","full time"
"5575",11,2018,46913640079118,4,101,12,5321.69943499243,47,"Bachelor's degree or higher","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",8887,"No","No","No",40,106644,"yes","full time"
"5576",11,2018,46913640079118,4,103,12,5461.21034840586,17,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",8887,"No","No","No",20,106644,"no","part time"
"5577",11,2018,46913640315618,4,201,12,2324.19619539083,64,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",4042,"No","No","No",40,48504,"yes","full time"
"5578",11,2021,46913640370721,1,101,12,12734.0701229844,28,"Bachelor's degree or higher","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",11853,"Yes","Yes","Yes",40,142236,"yes","full time"
"5579",11,2021,46913640370721,1,102,12,16399.6815152077,28,"Bachelor's degree or higher","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",4620,"No","No","No",20,55440,"yes","part time"
"5580",11,2021,46913642186521,1,102,12,6592.52399404018,37,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",4441,"No","No","No",40,53292,"yes","full time"
"5581",11,2018,46913650158218,4,302,12,1272.55703036467,38,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",3085,"No","No","No",40,37020,"yes","full time"
"5582",11,2018,46913650158218,4,401,12,1996.77369929278,45,"Some college","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",8370,"No","No","No",8,100440,"yes","part time"
"5583",11,2018,46913650158218,4,402,12,1546.79983503328,33,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",8370,"No","No","No",40,100440,"yes","full time"
"5584",11,2021,46913650886521,1,101,12,8822.00855494823,33,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",2484,"No","No","No",38,29808,"yes","full time"
"5585",11,2021,46913655248621,1,101,12,2906.90694877484,30,"Some college","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",1261,"No","No","No",40,15132,"yes","full time"
"5586",11,2018,46913662508918,4,101,12,8007.53062012747,53,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",4139,"No","No","No",25,49668,"yes","part time"
"5587",11,2018,46913662508918,4,102,12,8007.53062012747,51,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",4139,"No","No","No",40,49668,"yes","full time"
"5588",11,2021,46913681698821,1,101,12,2761.3833880141,49,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",5446,"No","No","No",40,65352,"yes","full time"
"5589",11,2021,46913681698821,1,102,12,4072.79313072961,21,"Some college","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",5446,"Yes","Yes","No",29,65352,"yes","part time"
"5590",11,2020,46913686005820,2,101,12,3984.24544932725,68,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",5954,"No","No","No",40,71448,"no","full time"
"5591",11,2020,46913686005820,2,103,12,6855.34459419393,22,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",5954,"No","No","No",20,71448,"yes","part time"
"5592",11,2018,46913690871418,4,102,12,10713.8159440317,21,"Some college","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, not-for-profit company",1345,"No","No","No",36,16140,"yes","full time"
"5593",11,2018,46913690886518,4,101,12,4310.34515544037,66,"Bachelor's degree or higher","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",6457,"No","No","No",40,77484,"no","full time"
"5594",31,2018,46913691174018,4,101,12,7131.69904650931,60,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",2144,"No","No","No",40,25728,"yes","full time"
"5595",11,2018,46927609288718,4,101,12,4258.33508867295,72,"Bachelor's degree or higher","Female","Mixed/Other","Metropolitan area","Employer","Employee of a private, not-for-profit company",13810,"Yes","Yes","Yes",35,165720,"no","full time"
"5596",11,2018,46927609288718,4,103,12,5470.49084982053,34,"Bachelor's degree or higher","Female","Mixed/Other","Metropolitan area","Employer","Employee of a private, not-for-profit company",13810,"No","No","No",15,165720,"yes","part time"
"5597",11,2018,46927635967618,4,101,12,5136.8720681839,76,"Bachelor's degree or higher","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",5809,"No","No","No",40,69708,"no","full time"
"5598",11,2021,46928503791921,1,101,12,3645.14759410283,43,"High School or less","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",1721,"No","No","No",20,20652,"yes","part time"
"5599",11,2020,46928504373820,2,101,12,5933.51632674724,48,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",17531,"Yes","No","No",40,210372,"yes","full time"
"5600",11,2020,46928504393020,2,102,12,6349.0668096087,47,"Bachelor's degree or higher","Male","Asian","Metropolitan area","Employer","Employee of a private, for-profit company",10540,"No","No","No",55,126480,"yes","full time"
"5601",11,2018,46928504640118,4,101,12,7187.24957567416,55,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",21008,"Yes","Yes","Yes",40,252096,"yes","full time"
"5602",11,2018,46928504640118,4,102,12,7187.24957567416,52,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",21008,"No","No","No",66,252096,"yes","full time"
"5603",11,2018,46928504640118,4,103,12,9463.75076779685,25,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",21008,"No","No","No",10,252096,"yes","part time"
"5604",11,2018,46928504691618,4,101,12,4163.19674900286,57,"High School or less","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",2124,"No","No","No",39,25488,"yes","full time"
"5605",11,2018,46928504904618,4,101,12,9216.86314658594,49,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",8547,"No","No","No",50,102564,"yes","full time"
"5606",11,2021,46928504926821,1,102,12,2635.28784992652,76,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",16443,"No","No","No",10,197316,"no","part time"
"5607",11,2018,46928504968618,4,101,12,7717.32965758427,40,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",7928,"Yes","Yes","Yes",50,95136,"yes","full time"
"5608",11,2018,46928504968618,4,102,12,7717.32965758427,38,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",7928,"No","No","No",10,95136,"yes","part time"
"5609",11,2018,46928505708918,4,101,12,9250.26229654178,37,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",4441,"No","No","No",42,53292,"yes","full time"
"5610",11,2018,46928505708918,4,102,12,9250.26229654178,25,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",4441,"No","No","No",10,53292,"yes","part time"
"5611",11,2018,46928505797918,4,101,12,3883.38267819413,66,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",9284,"No","No","No",40,111408,"no","full time"
"5612",11,2021,46928506808921,1,101,12,4890.5742060772,58,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",2225,"Yes","No","No",40,26700,"yes","full time"
"5613",11,2018,46928506853718,4,101,12,4851.2160931918,69,"Some college","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",5337,"No","No","No",24,64044,"no","part time"
"5614",11,2021,46928506899521,1,101,12,4817.38096534586,59,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",5751,"No","No","No",40,69012,"yes","full time"
"5615",11,2021,46928506899521,1,102,12,4817.38096534586,58,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",5751,"No","No","No",40,69012,"yes","full time"
"5616",11,2021,46928506899521,1,103,12,5831.53509504403,31,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",5751,"No","No","No",40,69012,"yes","full time"
"5617",11,2021,46928509209721,1,102,12,3513.54910514659,47,"High School or less","Male","Asian","Metropolitan area","Employer","Employee of a private, for-profit company",5446,"No","No","No",40,65352,"yes","full time"
"5618",41,2018,46928509236518,4,101,12,4550.54258103663,61,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",7965,"Yes","Yes","No",40,95580,"yes","full time"
"5619",21,2020,46928509837520,2,101,12,7483.07755015301,32,"Bachelor's degree or higher","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",5247,"No","No","No",46,62964,"yes","full time"
"5620",21,2020,46928509837520,2,201,12,5767.06422495682,27,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",9237,"Yes","Yes","Yes",20,110844,"yes","part time"
"5621",11,2020,46928510108920,2,102,12,16754.8274868104,31,"High School or less","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",1743,"No","No","No",40,20916,"yes","full time"
"5622",11,2020,46928512125520,2,101,12,7541.95552953489,42,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",5500,"Yes","Yes","Yes",38,66000,"yes","full time"
"5623",11,2020,46928512138120,2,102,12,6655.75929344678,63,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",9547,"Yes","Yes","Yes",35,114564,"yes","full time"
"5624",11,2020,46928512158520,2,101,12,9998.12855052888,52,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",19531,"Yes","No","No",50,234372,"yes","full time"
"5625",11,2018,46928512159918,4,103,12,7818.75084050871,32,"High School or less","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",5166,"Yes","No","No",40,61992,"yes","full time"
"5626",11,2018,46928512169618,4,102,12,4394.32260175018,73,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",7176,"No","No","No",40,86112,"no","full time"
"5627",11,2018,46928512175718,4,101,12,7971.20240912491,49,"Bachelor's degree or higher","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, not-for-profit company",20534,"Yes","Yes","Yes",55,246408,"yes","full time"
"5628",11,2018,46928512175718,4,102,12,7971.20240912491,49,"Some college","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",20534,"No","No","No",66,246408,"yes","full time"
"5629",11,2018,46928512178718,4,103,12,7285.48351616392,45,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",9523,"No","No","No",32,114276,"yes","part time"
"5630",11,2018,46928512188018,4,102,12,6401.53192749101,34,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",3050,"No","No","No",40,36600,"yes","full time"
"5631",11,2021,46928513500921,1,101,12,6868.28431180126,56,"Some college","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",4789,"Yes","No","No",40,57468,"yes","full time"
"5632",11,2021,46928513500921,1,103,12,11834.0645330296,26,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",4789,"No","No","No",38,57468,"yes","full time"
"5633",11,2021,46928513509921,1,101,12,5732.065628465,49,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",1467,"No","No","No",20,17604,"yes","part time"
"5634",41,2018,46928513538118,4,401,12,4085.89718023056,21,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",13487,"No","No","No",38,161844,"yes","full time"
"5635",41,2018,46928513538118,4,402,12,3179.91664177777,53,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",13487,"No","No","No",15,161844,"yes","part time"
"5636",11,2018,46928513584018,4,101,12,5802.07036949025,55,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",9100,"Yes","Yes","Yes",40,109200,"yes","full time"
"5637",11,2018,46928513584018,4,102,12,5802.07036949025,56,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",9100,"Yes","Yes","Yes",40,109200,"yes","full time"
"5638",11,2021,46928513629121,1,101,12,4999.47605623494,49,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",7324,"Yes","Yes","Yes",40,87888,"yes","full time"
"5639",11,2021,46928513631621,1,101,12,5895.70837088786,41,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",7960,"Yes","Yes","Yes",40,95520,"yes","full time"
"5640",11,2018,46928513663818,4,101,12,4372.99608580927,35,"Bachelor's degree or higher","Male","Asian","Metropolitan area","Employer","Employee of a private, for-profit company",5522,"No","No","No",40,66264,"yes","full time"
"5641",11,2018,46928513663818,4,201,12,4372.99608580927,35,"Bachelor's degree or higher","Female","Asian","Metropolitan area","Employer","Employee of a private, for-profit company",5522,"No","No","No",40,66264,"yes","full time"
"5642",11,2018,46928513690318,4,101,12,4122.02468647777,84,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",8917,"No","No","No",20,107004,"no","part time"
"5643",11,2021,46928513690321,1,102,12,4733.80453948077,40,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",11796,"Yes","Yes","Yes",43,141552,"yes","full time"
"5644",11,2018,46928513694618,4,101,12,6671.73425185344,74,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6238,"No","No","No",24,74856,"no","part time"
"5645",11,2018,46928517248918,4,101,12,4554.99477966391,66,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",7111,"Yes","Yes","Yes",16,85332,"no","part time"
"5646",21,2018,46928517285518,4,101,12,5335.40826070498,54,"High School or less","Female","Mixed/Other","Metropolitan area","Employer","Employee of a private, for-profit company",700,"No","No","No",6,8400,"yes","part time"
"5647",11,2018,46928518525918,4,101,12,4518.55988916236,52,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",2896,"Yes","Yes","Yes",45,34752,"yes","full time"
"5648",11,2018,46928522805818,4,101,12,10592.9770805621,48,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",14853,"Yes","Yes","No",24,178236,"yes","part time"
"5649",11,2018,46928522805818,4,102,12,10592.9770805621,47,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",14853,"Yes","Yes","Yes",32,178236,"yes","part time"
"5650",11,2021,46928522805821,1,101,12,4961.44144539786,37,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",8716,"Yes","No","No",40,104592,"yes","full time"
"5651",11,2018,46928522828418,4,101,12,5795.35655563458,46,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",16940,"No","No","No",7,203280,"yes","part time"
"5652",11,2020,46928522828420,2,102,12,8093.38002262745,49,"Bachelor's degree or higher","Male","Asian","Metropolitan area","Employer","Employee of a private, for-profit company",32434,"Yes","Yes","No",40,389208,"yes","full time"
"5653",11,2020,46928522828420,2,103,12,8265.70582109327,21,"Some college","Female","Asian","Metropolitan area","Employer","Employee of a private, for-profit company",32434,"No","No","No",40,389208,"yes","full time"
"5654",11,2021,46928522830121,1,101,12,4010.01719617765,54,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",4166,"Yes","Yes","Yes",40,49992,"yes","full time"
"5655",41,2018,46928522863818,4,101,12,7464.45720561887,33,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",2614,"No","No","No",40,31368,"yes","full time"
"5656",11,2021,46928522877821,1,101,12,5423.95265706275,34,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",32080,"No","No","No",66,384960,"yes","full time"
"5657",21,2018,46928522885218,4,101,12,8710.0796971938,28,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",3854,"Yes","Yes","Yes",45,46248,"yes","full time"
"5658",11,2018,46928522896418,4,102,12,7415.89289854144,53,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",6602,"No","No","No",40,79224,"yes","full time"
"5659",11,2018,46928522896418,4,105,12,12658.6022445978,44,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",6602,"No","No","No",8,79224,"yes","part time"
"5660",11,2018,46928522896418,4,106,12,12658.6022445978,42,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",2771,"No","No","No",8,33252,"yes","part time"
"5661",11,2018,46928525615518,4,101,12,4491.74337514797,55,"Bachelor's degree or higher","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",9543,"Yes","No","No",35,114516,"yes","full time"
"5662",11,2018,46928525615518,4,103,12,6845.72541406448,32,"Some college","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",9543,"No","No","No",3,114516,"yes","part time"
"5663",11,2018,46928525625518,4,101,12,4590.38951212703,67,"Some college","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",7625,"Yes","Yes","Yes",40,91500,"no","full time"
"5664",11,2018,46928525658518,4,101,12,6252.04189472398,47,"High School or less","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",3951,"No","No","No",45,47412,"yes","full time"
"5665",11,2020,46928525659320,2,102,12,4989.10687580305,51,"Bachelor's degree or higher","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",2673,"No","No","No",40,32076,"yes","full time"
"5666",11,2018,46928525675718,4,102,12,2815.63697539446,71,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",10532,"No","No","No",26,126384,"no","part time"
"5667",11,2018,46928525678718,4,102,12,6875.18214897013,61,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",7372,"Yes","Yes","Yes",46,88464,"yes","full time"
"5668",21,2020,46928525678720,2,101,12,9424.82937576268,61,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",25481,"Yes","Yes","Yes",40,305772,"yes","full time"
"5669",21,2020,46928525678720,2,102,12,9424.82937576268,55,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",25481,"No","No","No",20,305772,"yes","part time"
"5670",31,2018,46928527675318,4,101,12,9757.8007583763,43,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",10107,"No","No","No",38,121284,"yes","full time"
"5671",11,2018,46928527675518,4,101,12,7111.10891102405,54,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",10635,"Yes","Yes","No",40,127620,"yes","full time"
"5672",11,2018,46928527693318,4,102,12,5504.06191919765,61,"High School or less","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",6846,"Yes","Yes","No",40,82152,"yes","full time"
"5673",11,2018,46928527699518,4,101,12,5884.44835003166,60,"Bachelor's degree or higher","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",8303,"Yes","No","No",50,99636,"yes","full time"
"5674",11,2018,46928527699518,4,103,12,9395.47361935785,28,"Some college","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",8303,"Yes","Yes","Yes",40,99636,"yes","full time"
"5675",11,2020,46928528508620,2,101,12,10374.5602071431,60,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",4190,"No","No","No",40,50280,"yes","full time"
"5676",11,2018,46928528531618,4,101,12,6254.84585395714,38,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",6392,"Yes","Yes","Yes",20,76704,"yes","part time"
"5677",11,2018,46928528531618,4,102,12,6254.84585395714,37,"Bachelor's degree or higher","Female","Mixed/Other","Metropolitan area","Employer","Employee of a private, not-for-profit company",6392,"No","No","No",40,76704,"yes","full time"
"5678",11,2018,46928528548618,4,101,12,6628.16029405447,48,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",7379,"Yes","Yes","Yes",37,88548,"yes","full time"
"5679",11,2021,46928528585221,1,101,12,4929.89036309206,40,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",12786,"Yes","Yes","Yes",50,153432,"yes","full time"
"5680",11,2021,46928528585221,1,102,12,4929.89036309206,39,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",12786,"No","No","No",30,153432,"yes","part time"
"5681",21,2018,46928528596418,4,101,12,10888.9320550163,31,"Some college","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",13861,"No","No","No",55,166332,"yes","full time"
"5682",11,2021,46928532003521,1,101,12,7059.85550010794,56,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",5572,"Yes","Yes","Yes",40,66864,"yes","full time"
"5683",11,2021,46928532009921,1,101,12,5583.10805890305,35,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",2591,"Yes","No","No",32,31092,"yes","part time"
"5684",11,2021,46928532009921,1,103,12,4914.07283566588,35,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",7169,"Yes","Yes","Yes",40,86028,"yes","full time"
"5685",11,2021,46928532009921,1,104,12,4914.07283566588,35,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",5139,"No","No","No",35,61668,"yes","full time"
"5686",11,2021,46928532034421,1,104,12,6596.08175861449,22,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",8281,"No","No","No",20,99372,"yes","part time"
"5687",11,2021,46928532034421,1,105,12,6596.08175861449,22,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",8281,"No","No","No",13,99372,"yes","part time"
"5688",11,2021,46928532051621,1,101,12,4730.92482163861,52,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",10591,"Yes","Yes","Yes",40,127092,"yes","full time"
"5689",11,2021,46928532051621,1,102,12,4730.92482163861,56,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",10591,"Yes","Yes","Yes",40,127092,"yes","full time"
"5690",11,2021,46928532051621,1,104,12,5340.43446640549,26,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",10591,"No","No","No",20,127092,"yes","part time"
"5691",31,2018,46928532061318,4,101,12,3646.61754085399,31,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",4777,"Yes","Yes","Yes",43,57324,"yes","full time"
"5692",31,2018,46928532061318,4,301,12,3317.10244511666,32,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",5699,"Yes","Yes","Yes",38,68388,"yes","full time"
"5693",11,2021,46928532068921,1,102,12,4688.09493815951,64,"Bachelor's degree or higher","Female","Asian","Metropolitan area","Employer","Employee of a private, for-profit company",12640,"Yes","Yes","Yes",40,151680,"yes","full time"
"5694",11,2021,46928532068921,1,103,12,4926.87063471554,45,"Some college","Male","Asian","Metropolitan area","Employer","Employee of a private, for-profit company",12640,"Yes","No","No",40,151680,"yes","full time"
"5695",21,2018,46928533453718,4,101,12,10555.1643200873,36,"Bachelor's degree or higher","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",10675,"Yes","Yes","Yes",40,128100,"yes","full time"
"5696",21,2018,46928533453718,4,102,12,10555.1643200873,35,"Bachelor's degree or higher","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",10675,"Yes","Yes","No",25,128100,"yes","part time"
"5697",11,2018,46928533485518,4,101,12,8621.15111600809,53,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",18261,"Yes","Yes","Yes",50,219132,"yes","full time"
"5698",11,2020,46928533485520,2,101,12,9801.11324448748,54,"High School or less","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",13468,"Yes","Yes","Yes",35,161616,"yes","full time"
"5699",11,2020,46928533485520,2,102,12,16301.9183821222,30,"High School or less","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",13468,"Yes","Yes","Yes",40,161616,"yes","full time"
"5700",11,2018,46928533499518,4,101,12,6347.54059150017,66,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",1821,"No","No","No",30,21852,"no","part time"
"5701",31,2018,46928534237518,4,102,12,4963.74215533738,31,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",10223,"Yes","Yes","No",40,122676,"yes","full time"
"5702",11,2018,46928534291618,4,102,12,4242.93749459317,59,"High School or less","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",10649,"No","No","No",35,127788,"yes","full time"
"5703",11,2018,46928534291618,4,103,12,4242.93749459317,55,"High School or less","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",10649,"No","No","No",40,127788,"yes","full time"
"5704",11,2018,46928534291618,4,104,12,6579.83893861372,18,"High School or less","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",10649,"No","No","No",16,127788,"yes","part time"
"5705",11,2018,46928534291618,4,302,12,5492.02378426325,51,"High School or less","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",10649,"No","No","No",16,127788,"yes","part time"
"5706",11,2018,46928534486218,4,101,12,4528.47053346431,56,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",12406,"Yes","Yes","Yes",40,148872,"yes","full time"
